cig_stat,cig_stop,cig_years,pack_years,total_alcadj,total_fatadj,tot_Kcal,totalcarbadj,total_proteinadj,totalfolate_NDSRadj,total_GlyIndex,total_GlyLoad,totalcholadj,Totalredmeatadj,totalCALCIUMadj,bmi_curc,bmi_curr,diabetes_f,panc_fh,fh_cancer,bmi_20,bmi_50,asp,asppd,ibup,ibuppd,gallblad_f,liver_comorbidity,age,agelevel,educat,race7,total_Marital,occupat,center,rndyear,sex,panc_type01,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
#,#,#,"-959.9991,1219.998875",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,2.0,1.0,0.34523809523809523,0.34523809523809523,1,168.58836603123797,19972,18956,0.08108108108108109,0.0006732971950418821,58,168,False
#,#,"-580.2434831895191,1751.5524567896216","-959.9991,2543.997615",#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,0.0,0.6645569620253164,0.6645569620253164,1,176.49894854254217,19967,18960,0.10810810810810811,0.000704889962332963,105,158,False
#,"-959.9991,2864.9973449999998","-580.2434831895191,1751.5524567896216",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,#,#,1.0,0.0,0.8918918918918919,0.8918918918918919,1,268.1026382218026,19965,18970,0.10810810810810811,0.001070730789719029,165,185,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,7.0,#,#,#,#,#,#,#,#,#,#,#,0.0,0.9032258064516129,0.9032258064516129,1,211.81295114966204,19979,18978,0.02702702702702703,0.0008459247173448829,28,31,False
#,#,"-959.9991,3352.996895",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,4.0,#,#,2.0,1.0,0.3333333333333333,0.3333333333333333,1,170.06842771799134,19972,19001,0.08108108108108109,0.0006792081686496063,22,66,False
1.0,#,#,"-959.9991,2474.997705",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3096.586570985981",#,#,#,#,#,#,#,2.0,1.0,0.42857142857142855,0.42857142857142855,2,216.8631304909882,19972,19001,0.10810810810810811,0.0017321875869006167,12,28,False
#,#,"-580.2434831895191,1751.5524567896216",#,"-959.9991,2639.9978492600003",#,#,#,#,#,#,#,#,#,"2976.77104412,3109.690194511126",#,#,0.0,#,#,#,#,#,#,#,0.0,#,#,#,#,#,1.0,#,#,#,#,2.0,0.0,0.09504950495049505,0.9504950495049505,1,229.02855412850232,19012,19012,0.1891891891891892,0.0009146792670773364,0,0,False
#,#,"-580.2434831895191,1751.5524567896216",#,"-959.9991,2639.9978492600003",#,#,#,#,#,#,#,#,#,"-959.9991,2976.77104412",#,#,0.0,#,#,#,#,#,#,#,0.0,#,#,#,#,#,1.0,#,#,#,#,2.0,0.0,0.6704545454545454,0.6704545454545454,1,214.3630037406125,19927,19012,0.1891891891891892,0.0008561089506767256,59,88,False
#,#,"-580.2434831895191,1751.5524567896216",#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9011299435028248,0.9011299435028248,1,222.49018389881172,19990,19016,0.08108108108108109,0.0009467193477730939,638,708,False
#,#,"-959.9991,1751.5524567896216",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.8975,0.8975,1,222.25427687756596,19990,19017,0.05405405405405406,0.0009448792109774288,718,800,False
#,"-959.9991,2864.9973449999998",#,#,#,#,#,#,#,"-959.9991,1536.31313744",#,#,"-959.9991,1488.09644933",#,#,3.0,#,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9113300492610837,0.9113300492610837,1,250.71574957381011,19965,19017,0.1891891891891892,0.0010012921704786613,185,203,False
#,#,"-959.9991,1751.5524567896216",#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2448.51563377",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9136125654450262,0.9136125654450262,1,222.27531180081755,19990,19024,0.08108108108108109,0.0009450432889097634,698,764,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,1.0,#,#,6.0,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.88,0.88,1,239.11383355614024,19957,19029,0.10810810810810811,0.0009549571967452947,22,25,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,#,#,#,1.0,#,#,#,#,#,#,1.0,#,#,#,4.0,#,#,#,#,#,2.0,1.0,1.0,1.0,1,235.0,19034,19034,0.13513513513513514,0.0009385276372245318,1,1,False
1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.26666666666666666,0.26666666666666666,1,216.32597551646336,19996,19037,0.08108108108108109,0.0008639485390287586,16,60,False
#,#,#,#,#,#,#,#,"-959.9991,3552.0297082",#,#,#,#,#,"-959.9991,2976.77104412",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,1.0,0.0,0.9220430107526881,0.9220430107526881,1,220.82635643923155,19990,19040,0.10810810810810811,0.0009337410560976528,686,744,False
#,#,"-580.2434831895191,393.783183543781",#,#,#,"-0.6104700000003049,3263.3864700000004",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,1.0,2.0,#,#,#,#,#,#,#,#,10.0,#,1.0,0.0,1.0,1.0,1,223.33333333333334,19930,19040,0.1891891891891892,0.0008886059543934396,3,3,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,1.0,#,#,#,#,#,0.0,#,#,"-959.9991,3096.586570985981",#,#,1.0,#,#,#,#,2.0,1.0,0.44,0.44,2,201.75563008842767,19964,19047,0.16216216216216217,0.001611516891945861,22,50,False
#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1488.09644933",#,"-959.9991,2976.77104412",3.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9182561307901907,0.9182561307901907,1,225.76710369363911,19979,19053,0.13513513513513514,0.0009016538995430509,337,367,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,2.0,1.0,0.32608695652173914,0.32608695652173914,1,165.4776661316431,19972,19063,0.08108108108108109,0.0006608738851402592,45,138,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,1.0,#,#,#,#,#,0.0,#,#,"-959.9991,3096.586570985981",#,5.0,#,#,#,#,#,2.0,1.0,0.3,0.3,1,226.745792,19890,19075,0.16216216216216217,0.0009055625209207027,3,10,False
#,#,#,#,#,#,#,#,"-959.9991,3552.0297082",#,#,#,#,#,"-959.9991,2976.77104412",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9108108108108108,0.9108108108108108,1,219.70879947600395,19990,19076,0.08108108108108109,0.0009250238179314143,674,740,False
#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1488.09644933",#,"-959.9991,2976.77104412",3.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,1.0,0.0,0.9173789173789174,0.9173789173789174,1,225.85855150343377,19979,19076,0.16216216216216217,0.0009020191178275443,322,351,False
0.0,#,"-580.2434831895191,1751.5524567896216",#,#,#,#,#,"-959.9991,3552.0297082",#,#,#,#,#,"-959.9991,2976.77104412",2.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,9.0,#,#,0.0,1.0,1.0,1,268.05916214113074,19990,19083,0.16216216216216217,0.001070557157790226,19,19,False
1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,1.0,0.23423423423423423,0.23423423423423423,2,223.31989984924104,19972,19090,0.05405405405405406,0.0017837608336232107,26,111,False
1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,"-959.9991,3096.586570985981",#,#,#,#,#,#,#,2.0,1.0,0.4444444444444444,0.4444444444444444,1,222.45124529455103,19972,19100,0.10810810810810811,0.0008884112410380839,8,18,False
#,#,#,#,#,#,#,"-959.9991,2640.1378294200003","-959.9991,3552.0297082",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9111111111111111,0.9111111111111111,1,219.70879947600395,19990,19104,0.08108108108108109,0.0009250238179314143,656,720,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,6.0,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.90625,0.90625,1,236.8489765561878,19957,19118,0.08108108108108109,0.0009459119589205424,29,32,False
#,#,"-959.9991,579.1848484459829",#,#,#,#,#,"-959.9991,1632.0357387900003",#,#,#,"-959.9991,2304.08038738",#,#,#,#,#,#,0.0,#,"-959.9991,3288.4555199000006",1.0,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.888268156424581,0.888268156424581,1,237.8391770078104,19990,19119,0.1891891891891892,0.0009626856231992741,159,179,False
#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2304.08038738",#,#,#,#,0.0,#,0.0,#,#,#,#,#,6.0,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.8461538461538461,0.8461538461538461,1,237.80732928000003,19862,19122,0.13513513513513514,0.0009497393653780197,11,13,False
#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2304.08038738",#,#,#,#,#,#,0.0,#,"-959.9991,3288.4555199000006",#,#,#,6.0,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.8571428571428571,0.8571428571428571,1,233.535463424,19862,19122,0.13513513513513514,0.0009326786667892033,12,14,False
#,#,"-959.9991,3369.9968500000004",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,#,#,#,#,#,1.0,#,#,#,#,#,1.0,0.14749262536873156,0.14749262536873156,1,220.6158824787886,19991,19125,0.10810810810810811,0.0009253975012828743,50,339,False
#,#,"-580.2434831895191,1751.5524567896216",#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2976.77104412",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,1.0,0.0,0.9196969696969697,0.9196969696969697,1,224.04818106680517,19990,19140,0.10810810810810811,0.0009588721353468924,607,660,False
1.0,#,#,"-959.9991,2474.997705",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3096.586570985981",#,#,1.0,#,#,#,#,2.0,1.0,0.391304347826087,0.391304347826087,1,217.1594901166689,19972,19141,0.13513513513513514,0.0008672773751492823,9,23,False
0.0,#,"-580.2434831895191,1751.5524567896216",#,#,#,#,"-959.9991,1968.1378939800002",#,#,#,#,"-959.9991,2304.08038738",#,#,#,#,#,#,#,#,"-959.9991,3288.4555199000006",1.0,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.8853503184713376,0.8853503184713376,1,211.26786756041875,19990,19149,0.1891891891891892,0.0008591823295113069,139,157,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,#,#,"-959.9991,3568.9967149999998",#,#,#,#,#,#,#,#,1.0,0.16524216524216523,0.16524216524216523,1,215.09824951263835,19996,19159,0.08108108108108109,0.0008909663109185579,58,351,False
2.0,#,"-959.9991,1751.5524567896216",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,1.0,0.0,0.901840490797546,0.901840490797546,1,268.3193667467357,19965,19170,0.10810810810810811,0.0010715963459336018,294,326,False
#,#,"-580.2434831895191,1751.5524567896216",#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2976.77104412",3.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,#,#,1.0,0.0,0.9365079365079365,0.9365079365079365,2,266.7712293532214,19979,19170,0.13513513513513514,0.0021308269920371275,118,126,False
1.0,#,"-959.9991,1538.998605",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.25274725274725274,0.25274725274725274,1,219.84197275521694,19996,19179,0.08108108108108109,0.0008779904989478027,23,91,False
1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.24731182795698925,0.24731182795698925,1,219.18938245829662,19996,19179,0.05405405405405406,0.0008753842264820823,23,93,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,#,#,#,#,#,1.0,0.3076923076923077,0.3076923076923077,1,131.03640580363785,19952,19180,0.02702702702702703,0.0005233246311884389,8,26,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1997.8979062000003",#,#,0.0,#,#,#,"-959.9991,2519.997705",#,#,#,#,#,#,#,#,1.0,0.14918032786885246,0.14918032786885246,1,219.41147641420307,19996,19180,0.08108108108108109,0.000917881754088364,91,610,False
#,#,"-959.9991,2615.99757","-959.9991,221.0522090861",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,0.0,#,#,#,#,#,#,#,5.0,#,#,#,#,#,#,1.0,0.20689655172413793,0.20689655172413793,1,229.58918444126942,19659,19197,0.13513513513513514,0.0009169182757700928,6,29,False
0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9182879377431906,0.9182879377431906,1,209.2833621793497,19990,19208,0.05405405405405406,0.0008437026657284435,236,257,False
#,#,#,"-959.9991,1775.998335",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.14935064935064934,0.14935064935064934,1,220.71475233439205,19996,19213,0.02702702702702703,0.0009328705147344583,115,770,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1892.8260211",#,#,#,#,#,#,"-959.9991,3568.9967149999998",#,#,#,#,#,#,1999.0,#,1.0,0.15,0.15,1,208.86129015262694,19961,19213,0.08108108108108109,0.0008341365666153716,12,80,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,6.0,#,#,#,#,#,#,#,#,#,#,#,0.0,0.8787878787878788,0.8787878787878788,1,231.01675781512805,19957,19216,0.02702702702702703,0.0009226196249851234,29,33,False
2.0,#,#,#,#,#,#,"-959.9991,2976.12289402",#,#,#,#,#,#,#,#,#,#,#,0.0,#,"-959.9991,3288.4555199000006",1.0,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.8795180722891566,0.8795180722891566,1,252.94799398648848,19930,19216,0.16216216216216217,0.001010207162284358,73,83,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,4.0,9.0,#,#,0.0,1.0,1.0,1,255.66972928,19990,19224,0.08108108108108109,0.0010210770507701875,13,13,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,#,#,#,#,#,1.0,#,#,#,#,#,1.0,0.1551155115511551,0.1551155115511551,1,215.52698105265648,19991,19225,0.08108108108108109,0.0008936416859136168,47,303,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,#,#,"1049.4755684772658,1350.998785",#,#,#,#,#,#,#,#,1.0,0.0763888888888889,0.7638888888888888,1,239.0,19230,19230,0.08108108108108109,0.0009545025757304813,0,0,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2976.77104412",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,1.0,0.0,0.9175084175084175,0.9175084175084175,2,220.82635643923155,19990,19238,0.08108108108108109,0.0018674821121953055,545,594,False
#,#,"-959.9991,3736.661800390423","-959.9991,221.0522090861",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,0.0,#,#,#,#,#,#,#,5.0,#,#,#,#,#,#,1.0,0.17857142857142858,0.17857142857142858,1,229.61137956373892,19659,19240,0.13513513513513514,0.0009170069171992384,5,28,False
#,#,"-959.9991,2615.99757","-959.9991,221.0522090861",#,#,#,#,#,"-959.9991,1248.29451484",#,#,#,#,#,#,#,#,#,0.0,#,#,0.0,#,#,#,#,#,#,#,5.0,#,#,#,#,#,#,1.0,0.15384615384615385,0.15384615384615385,1,230.91357132003094,19555,19240,0.16216216216216217,0.0009222075255066682,4,26,False
#,#,#,"-959.9991,1924.998245",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,1.0,#,#,#,#,#,1.0,0.13592233009708737,0.13592233009708737,1,225.4504623140262,19991,19242,0.08108108108108109,0.000955566296427415,70,515,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3552.558309022207",#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,1.0,#,#,#,#,1.0,0.0,0.9280575539568345,0.9280575539568345,1,222.40582006032645,19979,19247,0.10810810810810811,0.0009185952824928043,129,139,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,"3380.907990399137,3552.558309022207",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.09800995024875622,0.9800995024875622,1,242.0096419088369,19260,19260,0.05405405405405406,0.0009665222868351307,0,0,False
#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1488.09644933",#,#,3.0,#,#,0.0,#,#,#,#,#,#,#,#,#,#,0.0,#,1.0,#,#,#,#,1.0,0.0,0.9117647058823529,0.9117647058823529,2,249.9914558045124,19979,19260,0.16216216216216217,0.001996799066744936,62,68,False
2.0,#,#,#,#,#,#,"-959.9991,2976.12289402",#,#,#,#,"-959.9991,2304.08038738",#,#,#,#,#,#,0.0,#,"-959.9991,3288.4555199000006",1.0,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.8734177215189873,0.8734177215189873,1,252.94799375014682,19930,19262,0.1891891891891892,0.001010207161340472,69,79,False
#,#,"-959.9991,2615.99757","-959.9991,221.0522090861",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,5.0,#,#,#,#,#,#,1.0,0.13114754098360656,0.13114754098360656,1,243.78565533720112,19938,19275,0.10810810810810811,0.0009736152131610955,8,61,False
#,#,"-959.9991,-959.9991",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,1.0,0.04268117101263798,0.42681171012637975,1,191.46341904614346,19276,19276,0.05405405405405406,0.0007646540863502444,0,0,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2887.9973449999998",#,#,1.0,#,#,#,1994.0,2.0,1.0,0.75,0.75,1,221.75,19804,19276,0.10810810810810811,0.0008856106534235741,3,4,False
#,#,"-959.9991,1439.99865",#,#,#,#,#,#,#,#,#,#,#,#,3.0,#,#,#,1.0,#,#,#,#,#,#,1.0,#,"-959.9991,3096.586570985981",#,#,1.0,#,#,#,#,2.0,1.0,0.8333333333333334,0.8333333333333334,1,199.6,19923,19278,0.1891891891891892,0.0007971494314468789,5,6,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3552.558309022207",#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,1.0,#,2.0,#,#,1.0,0.0,0.9142857142857143,0.9142857142857143,1,222.84773990527847,19979,19287,0.13513513513513514,0.0009213529552848618,96,105,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.14351851851851852,0.14351851851851852,1,218.79702488094404,19996,19295,0.02702702702702703,0.0009179117363457848,93,648,False
#,#,"-959.9991,1538.998605",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.1447811447811448,0.1447811447811448,1,244.90894143245208,19996,19295,0.08108108108108109,0.000978101319735151,43,297,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,"-959.9991,3097.7983967",#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,0.0,0.8531746031746031,0.8531746031746031,1,229.16583967774272,19990,19300,0.08108108108108109,0.0009373586694905963,430,504,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,"-959.9991,3097.7983967",#,#,0.0,#,#,#,#,#,#,#,1.0,#,#,#,#,0.0,0.8404255319148937,0.8404255319148937,1,228.90343590061755,19990,19304,0.10810810810810811,0.000936048705677064,316,376,False
#,"-959.9991,2864.9973449999998",#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2832.0421125099997",#,#,#,0.0,#,#,#,#,#,#,#,7.0,#,#,#,#,#,#,#,#,#,#,#,0.0,0.8571428571428571,0.8571428571428571,1,224.7739731968,19651,19311,0.10810810810810811,0.0008976875998892039,12,14,False
1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1994.0,2.0,1.0,0.05370370370370371,0.5370370370370371,1,235.0684955412249,19315,19315,0.10810810810810811,0.0009388011902392816,0,0,False
#,#,#,#,#,#,"-929.4081100000001,3102.5881099999997",#,#,#,#,#,#,#,"-959.9991,2208.62857646",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.8743169398907104,0.8743169398907104,1,218.98609592869045,19990,19329,0.05405405405405406,0.0009193865402329941,480,549,False
#,#,#,#,"-959.9991,2639.9978492600003",#,"-497.4085150000001,2670.588515",#,#,#,#,#,#,#,#,#,#,0.0,#,0.0,#,#,#,#,#,0.0,#,#,#,#,#,1.0,1.0,#,#,#,#,0.0,0.8823529411764706,0.8823529411764706,1,242.41245449425034,19990,19329,0.1891891891891892,0.0009681310134054813,105,119,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1994.3098736000002",#,#,1.0,#,"-959.9991,1224.0800666",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.1685082872928177,0.1685082872928177,1,211.863962512558,19996,19337,0.08108108108108109,0.0008707836796932161,61,362,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3552.558309022207",#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,1.0,0.0,0.905511811023622,0.905511811023622,1,220.14622549302305,19979,19342,0.08108108108108109,0.0009044949370783319,115,127,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3552.558309022207",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,2.0,#,#,1.0,0.0,0.9234449760765551,0.9234449760765551,1,232.9748374783651,19979,19342,0.10810810810810811,0.000984548174415256,193,209,False
#,#,#,#,"-959.9991,2639.9978492600003",#,"-497.4085150000001,2670.588515",#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,0.0,#,#,#,#,#,1.0,1.0,#,#,#,#,0.0,0.8923076923076924,0.8923076923076924,1,237.93702153540684,19990,19354,0.16216216216216217,0.0009502573218292252,116,130,False
0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2519.997705",#,#,1.0,#,#,#,#,#,1.0,0.11864406779661017,0.11864406779661017,1,209.17485371415745,19938,19356,0.08108108108108109,0.0008428562711684725,28,236,False
#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3154.818165",#,#,"-959.9991,2208.62857646",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,4.0,#,#,#,0.0,0.8539325842696629,0.8539325842696629,1,222.36992096757623,19990,19358,0.10810810810810811,0.0009034322996511148,228,267,False
2.0,#,#,#,#,#,#,"-959.9991,2976.12289402",#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3288.4555199000006",1.0,#,#,#,#,#,#,#,#,1.0,1.0,#,#,#,#,0.0,0.8611111111111112,0.8611111111111112,1,228.65069571552274,19957,19364,0.16216216216216217,0.0009131702008495103,124,144,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.0,#,#,"-959.9991,3651.0258016811067",#,#,#,#,#,#,#,#,1.0,0.16590909090909092,0.16590909090909092,1,219.34480860087865,19996,19387,0.08108108108108109,0.0009174657329093861,73,440,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3096.586570985981",#,#,#,#,#,#,#,#,1.0,0.15435139573070608,0.15435139573070608,2,218.77396599901576,19996,19390,0.02702702702702703,0.0018354637420071752,94,609,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,1.0,#,#,#,#,0.0,#,#,#,"-959.9991,3651.0258016811067",#,#,1.0,#,#,#,#,#,1.0,1.0,1.0,1,223.0,19890,19390,0.13513513513513514,0.0008906028217066834,1,1,False
#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2304.08038738",#,#,#,#,0.0,#,0.0,#,#,1.0,#,#,6.0,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.5,0.5,1,246.5,19573,19395,0.16216216216216217,0.0009844555854291366,2,4,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3288.4555199000006",#,#,#,6.0,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.8518518518518519,0.8518518518518519,1,233.68496223602492,19957,19395,0.08108108108108109,0.000933275725371406,23,27,False
#,#,#,#,"-959.9991,2928.00152025",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,2.0,#,#,1.0,0.0,0.8961038961038961,0.8961038961038961,1,272.3497005025196,19965,19409,0.10810810810810811,0.0010876924294103772,69,77,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,#,#,#,"-959.9991,1350.998785",#,#,#,#,#,#,#,2.0,1.0,0.44642857142857145,0.44642857142857145,1,179.19111798668058,19964,19414,0.08108108108108109,0.0007156417726623898,25,56,False
