Specified Values,Specified Attribute Names,Class,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
"1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_11, R_14",1.0,0.0737361111687723,0.7704918032786885,1,47.99821511527915,9988,7866,0.25,0.00034144979134290415,47,61,False
"0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_3, R_2, R_3, R_5, R_6, R_9, R_13",0.0,0.017341529915832606,0.6666666666666666,1,39.0,9743,7868,0.45,0.0002774382720355416,2,3,False
"1.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_6, R_10, R_11",1.0,1.0,1.0,3,48.5385169456308,9982,7872,0.3,0.0010358801745048972,34,34,False
"0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_5",0.0,1.0,1.0,6,46.747135557777824,9962,7881,0.25,0.0019952991556555543,60,60,False
"0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_0, R_2, R_3",1.0,1.0,1.0,1,44.919499082283195,9963,7895,0.35,0.00031954841554078837,23,23,False
"1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_0, R_3, R_13, R_15",1.0,1.0,1.0,1,61.72,9645,7900,0.4,0.0004390638500008622,7,7,False
"1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_2, R_12, R_14",1.0,1.0,1.0,3,54.988244256007576,9977,7910,0.3,0.001173526420665772,45,45,False
"1.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_12",0.0,0.09356513344893619,0.7890625,1,46.63297207106039,9975,7915,0.2,0.0003317377228532478,101,128,False
"1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_13, R_15",1.0,0.08101311022241207,0.7777777777777778,1,53.10172822034108,9860,7925,0.25,0.00037775517229621497,42,54,False
"1.0, 0.0, 1.0, 1.0, 1.0","A_1, A_2, A_3, R_13, R_15",1.0,0.15070665761559107,0.8275862068965517,1,41.96658663734028,9923,7925,0.25,0.0002985419815357317,48,58,False
"1.0, 1.0, 1.0, 1.0, 0.0","A_1, A_2, R_6, R_7, R_12",1.0,0.2630755761638284,0.875,1,49.792853878777976,9920,7926,0.25,0.0003542164958934968,49,56,False
"0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_5, R_6, R_15",0.0,1.0,1.0,1,44.55234508193792,9863,7928,0.35,0.0003169365547349748,18,18,False
"0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, A_3, R_1, R_7",0.0,0.10737418240000006,0.8,1,50.51797836798289,9953,7929,0.25,0.00035937488782415494,48,60,False
"1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_11, R_13, R_15",0.0,1.0,1.0,2,47.270658014515256,9948,7936,0.3,0.0006725481885912891,30,30,False
"1.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_3, R_1, R_8, R_11",0.0,0.09669935836937649,0.7916666666666666,1,44.179741628405566,9915,7939,0.3,0.0003142859275990134,19,24,False
"0.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_5",1.0,1.0,1.0,4,49.898086083262996,9916,7946,0.3,0.0014198603877765325,43,43,False
"1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_5, R_11, R_12, R_13, R_15",0.0,1.0,1.0,1,35.666666666666664,9198,7948,0.45,0.000253725599211991,3,3,False
"0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_2, A_3, R_1, R_8",0.0,0.036794133263428286,0.71875,1,32.28957460843222,9974,7957,0.25,0.003919697262076123,46,64,False
"0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_2, A_3, R_1, R_3, R_7, R_10",1.0,0.012054376104299195,0.6428571428571429,1,50.8239645696,9788,7961,0.35,0.00036155161303039516,9,14,False
"0.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_3",0.0,1.0,1.0,3,50.380725096194986,9964,7963,0.3,0.0010751954857373832,37,37,False
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, A_3, R_4, R_8, R_12",1.0,1.0,1.0,2,47.79920239999605,9940,7991,0.3,0.0006800681086426675,35,35,False
"1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_14",0.0,1.0,1.0,1,39.64364188005171,9980,7996,0.3,0.00028201701283070196,21,21,False
"1.0, 1.0, 0.0, 0.0, 0.0","A_1, A_2, A_3, R_11, R_14",0.0,0.06476704921188263,0.7605633802816901,1,33.694547571005316,9984,7996,0.25,0.0002396963347466428,54,71,False
"0.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_1, R_5, R_9",0.0,1.0,1.0,2,60.869385139279,9974,8007,0.3,0.0008660254888670482,34,34,False
"0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_3, R_1, R_7",0.0,0.09766393261896002,0.7924528301886793,1,43.89803085190409,9961,8007,0.25,0.0003122818929567991,42,53,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_0, R_1, R_5",1.0,0.0683823953129502,0.7647058823529411,1,47.974457682728755,9760,8009,0.3,0.0003412807856753456,26,34,False
"1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_8, R_12, R_13",1.0,1.0,1.0,1,46.65876736,9848,8011,0.35,0.000331921225427352,12,12,False
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_7, R_14",0.0,1.0,1.0,1,47.905235268305944,9768,8012,0.35,0.0003407883511357663,22,22,False
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_3, R_2, R_7, R_9",1.0,0.2266836034468043,0.8620689655172413,2,37.80938580956109,9985,8018,0.3,0.0005379369572169106,25,29,False
"1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_2, A_3, R_2, R_3, R_10, R_13, R_15",1.0,0.006046617599999997,0.6,1,40.6187937792,9943,8019,0.35,0.00028895405021203214,9,15,False
"0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_0, R_1, R_7, R_13",1.0,1.0,1.0,1,51.72832,9405,8023,0.4,0.0003679850183615781,9,9,False
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_7, R_12, R_13, R_14",0.0,1.0,1.0,1,54.9532918784,9795,8024,0.4,0.00039092682926687326,14,14,False
"1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_2, R_8, R_9, R_14",1.0,0.07253815028640576,0.7692307692307693,1,31.491425792,9905,8028,0.35,0.0002240237629658453,10,13,False
"0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_7, R_9",1.0,0.056313514709472656,0.75,2,32.8029022208,9865,8046,0.35,0.00046670669281485036,12,16,False
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_1, A_2, R_0, R_8, R_11, R_12, R_15",1.0,0.0028007538972582447,0.5555555555555556,2,45.04711513882624,9916,8047,0.35,0.0006409125017590789,10,18,False
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_3, R_1, R_7, R_11, R_12, R_15",1.0,0.1615055828898458,0.8333333333333334,1,40.333630548869124,9898,8048,0.35,0.0002869254554973893,15,18,False
"1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_3, R_2, R_8, R_12, R_14",1.0,1.0,1.0,1,51.67571982836695,9970,8049,0.35,0.000367610831163459,21,21,False
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_1, A_2, A_3, R_5, R_11, R_13, R_14, R_15",1.0,1.0,1.0,1,33.0,9923,8059,0.4,0.00023475546095315058,3,3,False
"1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_2, A_3, R_9, R_11",0.0,0.13986145654401227,0.8214285714285714,1,44.644723301918994,9944,8061,0.25,0.0003175937150869047,46,56,False
"1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_4, R_9, R_12, R_14",1.0,1.0,1.0,2,59.86414592,9417,8064,0.35,0.0008517233436373496,12,12,False
"1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_2, A_3, R_4, R_8, R_10, R_12",0.0,1.0,1.0,3,48.26444558336,9975,8074,0.35,0.0010300311064154481,15,15,False
"0.0, 1.0, 1.0, 0.0","A_1, A_2, A_3, R_11",0.0,0.09119094206117394,0.7870370370370371,1,48.759483173414324,9981,8085,0.2,0.00034686530146097784,85,108,False
"1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_3, R_0, R_1, R_2, R_11, R_15",0.0,0.056313514709472656,0.75,1,43.30060288,9915,8085,0.35,0.0003080319087467794,9,12,False
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_3, R_0, R_5, R_6, R_7, R_10, R_14",0.0,1.0,1.0,1,53.0,9814,8086,0.45,0.00037703149789445397,3,3,False
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_2, R_6, R_15",0.0,1.0,1.0,1,51.99951361485714,9964,8089,0.3,0.00036991423599986114,32,32,False
"1.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_9, R_13",0.0,1.0,1.0,3,40.92583459029229,9998,8094,0.3,0.0008734148331033146,31,31,False
"0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_3, R_6, R_7, R_15",1.0,0.08101311022241207,0.7777777777777778,1,50.16850710465472,9937,8098,0.3,0.0003568888185055948,28,36,False
"1.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_2, A_3, R_5, R_8, R_13",1.0,0.15070665761559107,0.8275862068965517,1,47.29744837193412,9823,8105,0.3,0.0003364646755897344,24,29,False
"0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_1, R_2, R_5",0.0,1.0,1.0,1,51.96950536192,9974,8108,0.35,0.0003697007632346897,15,15,False
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_7, R_9, R_11",1.0,0.056313514709472656,0.75,1,47.66260459712174,9995,8111,0.3,0.003780366591098044,21,28,False
"0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_2",1.0,1.0,1.0,14,46.72610206663111,9963,8112,0.25,0.004653603236628584,74,74,False
"1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_10, R_11",1.0,1.0,1.0,3,42.8566253662401,9982,8117,0.25,0.0009146206220680163,64,64,False
"0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_1, R_11",1.0,1.0,1.0,1,57.258537340928,9298,8131,0.35,0.0004073258886961436,16,16,False
"1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_10, R_14",0.0,0.11982233206617417,0.8088235294117647,1,45.97589501361138,9997,8133,0.25,0.00032706340686830293,55,68,False
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_2, R_0, R_4, R_5, R_15",0.0,0.18814528037496547,0.8461538461538461,1,59.33992428409997,9919,8135,0.3,0.00042213246297693763,22,26,False
"0.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_3, R_15",0.0,1.0,1.0,1,55.75486503651578,9981,8137,0.3,0.00039662906187963516,25,25,False
"0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_5, R_8, R_9, R_13",0.0,1.0,1.0,1,49.552,9956,8139,0.4,0.00035250310912577325,7,7,False
"1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_4, R_9, R_14",0.0,1.0,1.0,1,42.25353914433536,9761,8149,0.35,0.0003005833048100133,18,18,False
"1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_3, R_13, R_15",0.0,1.0,1.0,4,40.017926141738435,9986,8150,0.25,0.0011387183876112655,50,50,False
"1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_0, R_3, R_4, R_7, R_13",0.0,0.21405831560130767,0.8571428571428571,1,46.176,9643,8150,0.4,0.00032848691409008126,6,7,False
"0.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, A_3, R_2, R_4, R_5",0.0,0.004230491648658657,0.5789473684210527,1,47.10632177722983,9716,8152,0.3,0.00033510503886730373,11,19,False
"0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_1, A_2, A_3, R_1, R_3, R_7, R_10",0.0,0.012865824938866758,0.6470588235294118,1,47.0687011815424,9983,8153,0.35,0.0003348374134042148,11,17,False
"0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_2, A_3, R_1, R_14",0.0,0.0773562625552248,0.7741935483870968,1,37.03153923109647,9961,8161,0.25,0.0002634350321818403,48,62,False
"1.0, 1.0, 0.0, 1.0, 1.0","A_1, A_3, R_6, R_13, R_14",1.0,0.04228286819738083,0.7288135593220338,1,47.09231495825851,9971,8162,0.25,0.004974556634411134,43,59,False
"0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_2, A_3, R_1, R_3, R_11, R_12",1.0,0.18814528037496547,0.8461538461538461,1,55.140854784,9995,8164,0.35,0.00039226111461117144,11,13,False
"0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_1, R_9, R_10, R_13, R_15",1.0,0.056313514709472656,0.75,1,37.5,9874,8166,0.45,0.00026676756926494383,3,4,False
"1.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_9, R_15",0.0,1.0,1.0,1,45.61872028067147,9895,8170,0.3,0.00032452253659338994,28,28,False
"1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_2, R_7, R_11, R_15",1.0,0.20765944282461007,0.8545454545454545,1,53.059194507551965,9982,8176,0.25,0.00037745259589161325,47,55,False
"0.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_15",0.0,1.0,1.0,3,47.4785163623404,9964,8180,0.3,0.001013258272182993,36,36,False
"0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_3, R_5, R_11, R_15",1.0,0.14799861436994402,0.8260869565217391,1,25.262342538631522,9996,8181,0.3,0.00017971129901250992,19,23,False
"0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_6, R_11, R_15",0.0,1.0,1.0,2,37.207879857029624,9855,8191,0.35,0.0005293789689046325,23,23,False
"1.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_1, R_15",1.0,1.0,1.0,1,61.98093735101595,9767,8199,0.3,0.00044092010661048777,22,22,False
"0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_2, R_4, R_10",0.0,0.0020490232064151867,0.5384615384615384,1,46.20496076799999,9620,8201,0.35,0.000328692935254972,7,13,False
"0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_2, R_7",0.0,0.0921709536442885,0.7878787878787878,1,46.92962707876684,9981,8205,0.25,0.0003338480677950111,52,66,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_1, A_2, R_7, R_11, R_13, R_15",1.0,0.40814956662162166,0.9142857142857143,1,60.70308368519053,9971,8212,0.3,0.0004318297088422599,32,35,False
"1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_7, R_13, R_15",0.0,1.0,1.0,1,44.95494705364992,9887,8213,0.3,0.00031980058538497164,18,18,False
"0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_2, A_3, R_2, R_5, R_6, R_10, R_13, R_14",0.0,0.009094947017729282,0.625,1,47.5072,9714,8217,0.4,0.00033795680710889435,5,8,False
"0.0, 1.0, 0.0, 0.0, 0.0","A_2, A_3, R_1, R_9, R_13",0.0,0.06743199506370336,0.7636363636363637,1,45.576581813706134,9962,8221,0.25,0.0003242227718892595,42,55,False
"1.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_1, A_2, A_3, R_4, R_10, R_15",1.0,1.0,1.0,1,51.498500616058045,9940,8235,0.3,0.0003663501288036005,22,22,False
"1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_10, R_13",0.0,0.11815700323790082,0.8076923076923077,1,46.404805947801115,9950,8243,0.25,0.0003301145942641683,42,52,False
"0.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_1, R_5, R_13",1.0,0.021711297700428393,0.6818181818181818,1,43.59094187911965,9597,8244,0.3,0.008967662387709024,15,22,False
"0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_1, R_6, R_9, R_12",1.0,1.0,1.0,2,23.888640000000002,9907,8247,0.4,0.0003398781027117498,9,9,False
"0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_3",0.0,1.0,1.0,11,53.49015710769085,9981,8248,0.25,0.004185702162757469,45,45,False
"1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, R_2, R_4, R_13, R_14, R_15",1.0,0.1615055828898458,0.8333333333333334,1,58.06668420431872,9977,8252,0.35,0.00041307488534563235,15,18,False
"1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_1, R_2, R_15",0.0,1.0,1.0,2,50.21888,9944,8253,0.4,0.0007144943226030881,9,9,False
"1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_11, R_14, R_15",0.0,1.0,1.0,2,49.317753431654396,9948,8253,0.35,0.0007016734509104152,17,17,False
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_7, R_15",1.0,1.0,1.0,2,51.60065497331128,9995,8263,0.3,0.0007341536693178286,33,33,False
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_2, A_3, R_2, R_3, R_7",1.0,1.0,1.0,1,60.64725274713129,9995,8263,0.3,0.0004314325386119707,20,20,False
"0.0, 1.0, 1.0, 1.0, 1.0","A_1, A_2, R_8, R_10, R_11",1.0,0.09285496504622054,0.7884615384615384,1,52.714081874931125,9873,8272,0.25,0.0003749975330082296,41,52,False
"1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, R_8, R_9, R_13",1.0,0.24256024399070816,0.8679245283018868,1,42.21995338957721,9877,8273,0.25,0.0003003443824057797,46,53,False
"1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, R_2, R_8, R_13",1.0,0.14121866542547593,0.8222222222222222,1,40.00356473396364,9829,8275,0.25,0.0002845774326936616,37,45,False
"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_0, R_2, R_4, R_6, R_9, R_15",1.0,1.0,1.0,1,50.0,9659,8281,0.5,0.00035569009235325843,2,2,False
"1.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_10",0.0,0.06788776891818736,0.7641509433962265,1,46.15253674158713,9997,8283,0.2,0.00032832000111904556,81,106,False
"1.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_2, A_3, R_10, R_12, R_13",0.0,0.012054376104299195,0.6428571428571429,1,44.8929501184,9864,8283,0.3,0.00031935955147247843,9,14,False
"1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, R_3, R_9, R_14, R_15",0.0,0.03964724078394644,0.7241379310344828,1,42.46679945226509,9984,8288,0.3,0.004784156103182698,21,29,False
"0.0, 1.0, 0.0, 0.0, 1.0, 0.0","A_1, A_2, A_3, R_7, R_10, R_13",1.0,0.10737418240000006,0.8,1,48.357138337187244,9856,8291,0.3,0.0003440031000218685,20,25,False
"1.0, 1.0, 0.0, 0.0, 1.0, 1.0","A_1, A_3, R_1, R_8, R_13, R_15",1.0,0.043431270080496076,0.7307692307692307,1,48.73305453070775,9923,8293,0.3,0.00501175557888261,19,26,False
"1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_1, A_2, A_3, R_0, R_3, R_9, R_12, R_14",0.0,0.056313514709472656,0.75,1,35.653304320000004,9855,8303,0.4,0.0002536305421255926,9,12,False
"0.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_1, R_6",1.0,1.0,1.0,2,49.6270851816533,9990,8304,0.3,0.0007060745004594114,24,24,False
"1.0, 0.0, 1.0, 0.0, 0.0","A_1, A_2, A_3, R_5, R_13",0.0,1.0,1.0,2,50.10370251341338,9962,8306,0.25,0.0007128556229694477,51,51,False
"1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_1, A_3, R_2, R_5, R_8, R_13",0.0,0.03457161303360778,0.7142857142857143,1,62.676726090441186,9962,8312,0.3,0.008097583571594591,20,28,False
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_1, R_8",0.0,1.0,1.0,1,58.38965766553601,9891,8322,0.3,0.0004153724545505929,16,16,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_1, A_2, A_3, R_1, R_2, R_9, R_13, R_15",1.0,1.0,1.0,1,47.007743999999995,9439,8323,0.4,0.00033440377609356657,10,10,False
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_0, R_2, R_6",0.0,0.08966986063941502,0.7857142857142857,1,61.39516988749545,9919,8326,0.3,0.000436753072946545,22,28,False
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_2, A_3, R_0, R_10, R_12, R_14",1.0,0.14606275417942507,0.825,1,47.735455588927536,9977,8327,0.3,0.00033958057213901,33,40,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_12, R_14, R_15",1.0,1.0,1.0,2,64.94198854765132,9977,8328,0.3,0.000923968876164734,30,30,False
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_7, R_11",1.0,1.0,1.0,3,59.627555821053996,9995,8329,0.3,0.0012725358502073863,27,27,False
"1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_2, A_3, R_6, R_9, R_13, R_15",1.0,0.02824752489999998,0.7,1,36.847936,9797,8330,0.35,0.0002621289151773391,7,10,False
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_7, R_11",0.0,1.0,1.0,4,46.47506140877107,9973,8340,0.3,0.001322457510768731,30,30,False
"0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_1, R_2, R_4, R_5",0.0,0.07253815028640576,0.7692307692307693,1,49.079984128,9974,8341,0.35,0.00034914528174369557,10,13,False
"0.0, 0.0, 1.0, 1.0, 1.0","A_1, A_2, R_0, R_1, R_8",1.0,0.5646302773531383,0.9444444444444444,1,51.824035418226316,9990,8360,0.25,0.0003686659188805491,51,54,False
"0.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_0, R_1",1.0,1.0,1.0,4,53.123474947164716,9990,8360,0.25,0.0015116394968066422,55,55,False
"0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_6",1.0,0.07636516443609187,0.7731958762886598,1,45.18318882506673,9995,8372,0.2,0.000321424252120054,75,97,False
"1.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_1, A_2, R_4, R_8, R_14, R_15",1.0,0.06591843366346291,0.7619047619047619,1,58.23383530837115,9925,8379,0.3,0.0004142639651783795,16,21,False
"1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_1, A_3, R_0, R_2, R_6, R_10, R_12",1.0,0.003712098683732816,0.5714285714285714,1,42.810284851199995,9545,8389,0.35,0.0003045438834478525,8,14,False
"1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_2, R_10",0.0,0.08618797774714908,0.782608695652174,1,44.86865799316619,9983,8392,0.25,0.000319186742107121,36,46,False
"0.0, 1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_4, R_10",1.0,1.0,1.0,1,42.495235583574015,9803,8393,0.3,0.0003023026853858983,20,20,False
"0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_5, R_6, R_11",0.0,1.0,1.0,2,45.910251519999996,9952,8397,0.35,0.0006531928641244049,12,12,False
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_4, R_6, R_8, R_12",0.0,1.0,1.0,1,57.6869095653376,9954,8397,0.35,0.00041037324381738,17,17,False
"1.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_9, R_10",1.0,1.0,1.0,3,51.723402517103196,9966,8405,0.3,0.0011038501090879919,32,32,False
"1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_2, R_6, R_9, R_12, R_14, R_15",1.0,0.1,1.0,1,51.333333333333336,8411,8411,0.5,0.0003651751614826787,0,0,False
"0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_1, R_6, R_7",1.0,1.0,1.0,1,53.849664,9888,8414,0.35,0.0003830758392270387,10,10,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_2, A_3, R_7, R_11, R_12, R_15",1.0,0.613913253540759,0.9523809523809523,2,49.76850423984423,9982,8416,0.3,0.0007080865547741492,20,21,False
"1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_10, R_14",0.0,1.0,1.0,7,44.8556995013768,9997,8418,0.25,0.002233661905750061,47,47,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_1, R_3, R_5, R_6",1.0,1.0,1.0,1,51.9232,9661,8419,0.35,0.00036937135606553416,9,9,False
"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_1, A_2, A_3, R_0, R_9, R_14, R_15",1.0,0.02529248908960331,0.6923076923076923,1,43.388529152000004,9450,8420,0.35,0.00030865739882293854,9,13,False
"1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_3, R_8, R_9, R_13, R_14",1.0,0.1253815679310719,0.8125,1,32.87351769088,9905,8420,0.35,0.00023385569086891166,13,16,False
"1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_1, A_2, R_0, R_5, R_8, R_12, R_13",1.0,0.017341529915832606,0.6666666666666666,1,52.52903680000001,9417,8423,0.35,0.0003736811590123943,8,12,False
