Specified Values,Specified Attribute Names,Class,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
"1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_3, R_4, R_13",0.0,1.0,1.0,2,43.72,9793,8511,0.4,0.0006220308335073783,6,6,False
"1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_0, R_1, R_10, R_14, R_15",1.0,0.3486784401000001,0.9,1,53.349951999999995,9836,8513,0.4,0.0003795209870784381,9,10,False
"1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_1, R_4, R_13",0.0,1.0,1.0,1,39.73344,9887,8515,0.35,0.00028265581886225305,9,9,False
"0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_3, R_3, R_4, R_9, R_15",1.0,0.017341529915832606,0.6666666666666666,1,38.00192,9723,8518,0.35,0.00027033812868802276,6,9,False
"0.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_1, A_2, R_0, R_7, R_8, R_9",1.0,0.11815700323790082,0.8076923076923077,1,50.987361207200536,9880,8540,0.3,0.00036271398433276213,21,26,False
"1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_3, R_2, R_3, R_13, R_15",0.0,0.09846874009910023,0.7931034482758621,1,42.79227902524821,9777,8545,0.3,0.0003044157935699388,23,29,False
"1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0","A_1, A_2, A_3, R_4, R_5, R_6, R_9",0.0,0.017341529915832606,0.6666666666666666,1,49.239999999999995,9739,8547,0.35,0.0003502836029494889,4,6,False
"1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_9, R_11, R_14, R_15",0.0,1.0,1.0,1,47.08,9542,8557,0.4,0.00033491779095982813,6,6,False
"1.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_6, R_8",1.0,0.22417745303365016,0.8611111111111112,1,42.24933311510607,9991,8566,0.25,0.00030055338395151317,31,36,False
"1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_1, R_2, R_7, R_11, R_13, R_15",0.0,0.1,1.0,1,40.054272000000005,8574,8574,0.5,0.0002849381541364507,0,0,False
"0.0, 0.0, 1.0, 1.0","A_1, A_2, R_8, R_9",1.0,0.0795031238958749,0.7763157894736842,1,43.43436188018614,9972,8575,0.2,0.0003089834437693651,59,76,False
"1.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_1, A_2, A_3, R_0, R_13, R_15",0.0,0.012865824938866758,0.6470588235294118,1,46.1404609789952,9956,8577,0.3,0.0003282340965368144,11,17,False
"0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_9, R_11",1.0,1.0,1.0,1,46.926016,9990,8596,0.35,0.0003338223792962096,10,10,False
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_1, R_7, R_11",1.0,1.0,1.0,1,57.017663999999996,9937,8597,0.35,0.0004056123634785412,10,10,False
"1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_2, R_14",0.0,0.04717852373687206,0.7368421052631579,1,40.77543451623424,9959,8598,0.3,0.000290068361376472,14,19,False
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_1, A_3, R_0, R_1, R_9, R_12, R_14",1.0,0.009094947017729282,0.625,1,41.62016591872,9982,8600,0.35,0.0002960776131877491,10,16,False
"1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, R_6, R_13, R_15",1.0,0.1615055828898458,0.8333333333333334,1,56.81291895125406,9977,8601,0.25,0.00040415584777259486,35,42,False
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_2, A_3, R_0, R_6, R_8, R_15",0.0,0.10737418240000006,0.8,1,64.40680009728,9919,8605,0.3,0.00045817721349558757,12,15,False
"0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_6, R_11, R_12",1.0,0.056313514709472656,0.75,1,32.5664,9899,8606,0.35,0.00023167091647226313,6,8,False
"1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_2, A_3, R_6, R_7, R_11, R_12, R_14",1.0,0.41890388788459276,0.9166666666666666,1,51.54432,9758,8609,0.35,0.0003666760788217181,11,12,False
"0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_3, R_1, R_5, R_9",0.0,0.10737418240000006,0.8,1,61.307174902660606,9974,8611,0.25,0.0004361270940608944,32,40,False
"1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_9, R_14, R_15",0.0,1.0,1.0,1,40.61927447385735,9984,8613,0.3,0.0002889574697785735,21,21,False
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_6, R_8",0.0,1.0,1.0,2,57.3991424,9819,8617,0.35,0.0008166522504501533,11,11,False
"0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_1, A_2, A_3, R_1, R_10, R_12, R_14",0.0,0.0031712119389339932,0.5625,1,45.964287250432,9864,8618,0.35,0.00032698083154115716,9,16,False
"1.0, 1.0, 0.0, 1.0","A_0, A_2, A_3, R_10",1.0,0.12963860839745356,0.8152173913043478,1,42.23624677454843,9977,8619,0.2,0.00030046029031788286,75,92,False
"0.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_3, R_1, R_9, R_11",1.0,0.07590360545400188,0.7727272727272727,1,39.12133894547833,9924,8626,0.3,0.00027830145325000627,17,22,False
"0.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_0, R_13",1.0,1.0,1.0,1,39.925578892938134,9930,8627,0.3,0.00028402265687372944,26,26,False
"1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, R_4, R_11, R_12",1.0,0.029357308663047237,0.7027027027027027,1,51.50014246479221,9925,8630,0.25,0.007835396358048677,26,37,False
"0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_3, R_0, R_2, R_6, R_9, R_12",1.0,1.0,1.0,1,30.25,9590,8633,0.4,0.00021519250587372137,4,4,False
"0.0, 1.0, 1.0, 1.0, 1.0","A_3, R_0, R_2, R_8, R_15",1.0,0.056313514709472656,0.75,1,48.298256335621616,9880,8634,0.25,0.0038307834035259457,21,28,False
"1.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_6, R_7, R_8",1.0,0.08101311022241207,0.7777777777777778,1,39.7517514317824,9848,8634,0.3,0.00028278608275948913,14,18,False
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, R_2, R_7, R_8, R_12",1.0,0.20120590329555849,0.8518518518518519,1,42.91481665590226,9963,8637,0.3,0.00030528750199322054,23,27,False
"0.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_2, A_3, R_1, R_3, R_4",0.0,0.022485239280132175,0.6842105263157895,1,56.05615230563123,9919,8638,0.3,0.00039877235981116587,13,19,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_4, R_7, R_11, R_15",1.0,0.08101311022241207,0.7777777777777778,1,60.03968,9925,8639,0.35,0.00042711038648120166,7,9,False
"1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_2, A_3, R_9, R_14",0.0,0.08749087064238434,0.7837837837837838,1,41.67548053886268,9998,8648,0.25,0.00029647111043468985,29,37,False
"1.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_2, A_3, R_1, R_9, R_15",1.0,0.18814528037496547,0.8461538461538461,1,35.65520294183173,9934,8649,0.3,0.000253644048545086,22,26,False
"1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_5, R_7, R_8, R_9, R_11",0.0,1.0,1.0,1,50.666666666666664,9557,8652,0.45,0.00036043262691796854,3,3,False
"1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_2, R_6, R_12, R_15",0.0,0.0449794624657894,0.7333333333333333,1,41.02856429568,9944,8656,0.35,0.0002918690764690404,11,15,False
"0.0, 0.0, 0.0, 0.0, 0.0","A_2, A_3, R_0, R_6, R_8",0.0,0.10737418240000006,0.8,1,55.77252442754578,9954,8662,0.25,0.00039675468728816245,24,30,False
"1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, A_3, R_5, R_11",0.0,0.10142702300277165,0.7954545454545454,1,43.95853917232809,9939,8666,0.25,0.0003127123371583941,35,44,False
"0.0, 1.0, 1.0, 0.0, 0.0","A_1, A_2, A_3, R_2, R_3",0.0,0.3288161986316662,0.8947368421052632,1,48.016835533590125,9981,8667,0.25,0.00034158225330907787,34,38,False
"1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_1, A_2, A_3, R_4, R_5, R_12, R_13",1.0,1.0,1.0,1,33.29294592,9923,8669,0.35,0.0002368394201799368,12,12,False
"1.0, 1.0, 0.0, 1.0, 1.0","A_1, A_2, R_1, R_6, R_14",1.0,0.2037937254811257,0.8529411764705882,1,62.37042832214632,9995,8673,0.25,0.0004436908682003302,29,34,False
"1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_5, R_7, R_11",0.0,0.02824752489999998,0.7,1,47.1126655123456,9811,8679,0.3,0.007449481655809434,14,20,False
"0.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_1, R_2",0.0,1.0,1.0,1,45.6102467076096,9974,8682,0.3,0.0003244622572736912,17,17,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_1, A_2, R_6, R_7, R_9, R_13, R_14, R_15",1.0,1.0,1.0,1,66.66666666666667,9995,8683,0.4,0.00047425345647101127,3,3,False
"1.0, 1.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_12, R_14",1.0,1.0,1.0,3,58.6593233457578,9970,8684,0.3,0.0012518724082939345,20,20,False
"1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_7, R_8, R_9, R_12",0.0,1.0,1.0,1,62.343999999999994,9782,8688,0.35,0.0004435028623534308,7,7,False
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_2, A_3, R_0, R_2, R_6, R_15",0.0,0.08966986063941502,0.7857142857142857,1,63.453538099199996,9919,8691,0.35,0.000451395896532909,11,14,False
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_4, R_6, R_8, R_11",0.0,0.007788724579811145,0.6153846153846154,1,47.810111488000004,9715,8693,0.35,0.00034011165941172605,8,13,False
"0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_6, R_12, R_15",0.0,1.0,1.0,1,43.676159999999996,9979,8693,0.35,0.00031070354768071383,9,9,False
"0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_3, R_3, R_4",0.0,0.15070665761559107,0.8275862068965517,1,50.63272886181478,9981,8697,0.25,0.0003601912000991279,24,29,False
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_9, R_13",1.0,0.0016310376661280196,0.5263157894736842,1,52.523408949673986,9705,8699,0.3,0.00037364112360035003,10,19,False
"1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_0, R_4, R_9, R_14",0.0,1.0,1.0,1,58.5,9066,8700,0.4,0.0004161574080533124,2,2,False
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_7, R_9, R_11, R_12",1.0,1.0,1.0,1,46.4,9955,8703,0.4,0.00033008040570382385,5,5,False
"0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_8, R_15",1.0,0.004960332468155193,0.5882352941176471,1,58.861979357184,9937,8704,0.3,0.00041873245747304735,10,17,False
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_2, A_3, R_0, R_2, R_10",0.0,0.021711297700428393,0.6818181818181818,1,57.74211285933883,9919,8706,0.3,0.011878884725901684,15,22,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_0, R_1, R_5, R_6",1.0,0.017341529915832606,0.6666666666666666,1,54.73408,9661,8715,0.35,0.0003893673994014127,6,9,False
"1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_2, R_8, R_9",1.0,1.0,1.0,1,43.8,9852,8720,0.4,0.00031158452090145435,5,5,False
"1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_0, R_5, R_8, R_14",1.0,0.10737418240000006,0.8,1,47.8,9877,8720,0.35,0.00034003972828971504,4,5,False
"0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_3, R_3, R_7, R_12",0.0,0.0773562625552248,0.7741935483870968,1,40.54536609939329,9941,8724,0.25,0.0002884317002477975,24,31,False
"0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_1, R_2, R_5",1.0,1.0,1.0,2,47.43423891456,9916,8729,0.35,0.0006748755528090548,15,15,False
"1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_1, A_2, A_3, R_1, R_5, R_12, R_15",0.0,0.017341529915832606,0.6666666666666666,1,49.84607999999999,9691,8731,0.35,0.00035459513597295813,6,9,False
"0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_0, R_2, R_9, R_13",1.0,1.0,1.0,1,44.056,9883,8736,0.4,0.00031340565417430305,8,8,False
"1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_8, R_11, R_13",1.0,0.08101311022241207,0.7777777777777778,1,42.96724985790464,9958,8739,0.3,0.0003056605014024726,14,18,False
"0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_3, R_1, R_3, R_5, R_7, R_15",1.0,1.0,1.0,1,51.519999999999996,9816,8743,0.4,0.0003665030711607975,6,6,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_13, R_14, R_15",1.0,1.0,1.0,2,65.72085665795382,9977,8746,0.3,0.0009350503029681141,22,22,False
"1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_1, A_2, A_3, R_0, R_3, R_14, R_15",1.0,0.1615055828898458,0.8333333333333334,1,56.80272128,9920,8746,0.35,0.000404083303559992,10,12,False
"1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_1, A_2, A_3, R_5, R_8, R_12, R_13",1.0,0.017341529915832606,0.6666666666666666,1,53.4336,9958,8751,0.35,0.0003801160423753414,6,9,False
"0.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_3, R_4",0.0,1.0,1.0,1,51.6447126528,9953,8756,0.3,0.00036739025226063853,14,14,False
"0.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_3, R_10",0.0,1.0,1.0,1,53.73009204926874,9981,8756,0.3,0.0003822252280630695,19,19,False
"1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_1, A_2, A_3, R_1, R_6, R_14, R_15",0.0,0.41890388788459276,0.9166666666666666,1,57.957232639999994,9635,8757,0.35,0.00041229626860521764,11,12,False
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_6, R_8",0.0,0.03457161303360778,0.7142857142857143,1,51.104483328,9891,8761,0.3,0.00036354716789203755,10,14,False
"1.0, 0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_3, R_0, R_1, R_10",0.0,0.04717852373687206,0.7368421052631579,1,47.711654827360256,9951,8762,0.3,0.0003394112582374112,14,19,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_3, R_9, R_13, R_15",1.0,1.0,1.0,1,73.55968,9818,8766,0.35,0.0005232889874535227,9,9,False
"0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_4, R_9, R_15",1.0,1.0,1.0,1,34.439488,9871,8768,0.35,0.0002449956933463787,10,10,False
"0.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_2, R_7, R_11",0.0,0.30794614765743855,0.8888888888888888,1,50.52786549243904,9973,8777,0.3,0.00035944522286837324,16,18,False
"1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_1, R_9, R_15",1.0,1.0,1.0,1,35.017472000000005,9934,8780,0.35,0.00024910735699315285,11,11,False
"1.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_2, A_3, R_1, R_3, R_9",1.0,0.14799861436994402,0.8260869565217391,2,35.895626983008995,9886,8780,0.3,0.0005107087550665834,19,23,False
"0.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_14",1.0,0.023589950252244307,0.6875,1,54.276391604224,9884,8781,0.3,0.00038611149484616114,11,16,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_2, R_3, R_11",1.0,1.0,1.0,1,44.634372608,9755,8781,0.35,0.0003175200823013854,13,13,False
"1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_1, A_2, A_3, R_2, R_3, R_4, R_8, R_15",1.0,1.0,1.0,1,50.25,9910,8785,0.4,0.00035746854281502475,4,4,False
"1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_3, R_8, R_10, R_12, R_13",1.0,0.056313514709472656,0.75,1,65.0,9417,8788,0.35,0.00046239712005923596,3,4,False
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_2, R_5, R_15",0.0,0.2308390090569343,0.8636363636363636,1,50.68400928657113,9962,8796,0.3,0.0003605559988794779,19,22,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, R_0, R_1, R_3, R_4, R_6, R_10",1.0,0.10737418240000006,0.8,1,54.0,9325,8799,0.4,0.0003841452997415191,4,5,False
"1.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_1, A_2, A_3, R_2, R_5, R_15",0.0,0.10737418240000006,0.8,1,44.808064,9956,8802,0.3,0.0003187556884466143,8,10,False
"1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_1, R_12, R_14",0.0,1.0,1.0,3,39.247602662834176,9975,8803,0.3,0.0008375990049472488,19,19,False
"1.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_10, R_14, R_15",1.0,0.01009895532367115,0.631578947368421,1,39.697604149116934,9982,8807,0.3,0.00028240088972004995,12,19,False
"0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_5, R_13",0.0,0.09846874009910023,0.7931034482758621,1,56.63824395107052,9962,8808,0.25,0.0004029132444336531,23,29,False
"0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_4, R_6, R_8, R_12",1.0,1.0,1.0,1,43.0,9756,8809,0.4,0.00030589347942380226,5,5,False
"0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_2, R_9",0.0,0.2815297772403995,0.8809523809523809,1,46.290612224555645,9952,8814,0.25,0.00032930224274482144,37,42,False
"1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, R_7, R_8, R_9, R_12, R_14",1.0,1.0,1.0,1,63.2592,9977,8818,0.35,0.0004500134138038649,9,9,False
"1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_5, R_8, R_9, R_11",1.0,1.0,1.0,1,48.9216,9823,8819,0.35,0.00034801856844138333,8,8,False
"1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_1, R_7, R_9, R_11",1.0,0.007788724579811145,0.6153846153846154,1,48.638350848,9823,8819,0.35,0.00034600359010070615,8,13,False
"0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_1, A_2, A_3, R_3, R_4, R_9, R_10",0.0,0.2630755761638284,0.875,1,43.536,9981,8825,0.35,0.0003097064772138292,7,8,False
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_2, A_3, R_6, R_9, R_12, R_13",1.0,0.056313514709472656,0.75,1,48.381404807167996,9823,8833,0.3,0.0003441757268808393,12,16,False
"1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_2, A_3, R_1, R_15",0.0,0.11335454129775067,0.8043478260869565,1,38.63788173969053,9944,8835,0.25,0.00027486223448649604,37,46,False
"1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, R_2, R_8, R_9",0.0,0.12279913468651285,0.8108108108108109,1,44.805903179160204,9998,8836,0.25,0.000318740316795333,30,37,False
"0.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_3, R_4, R_9, R_15",1.0,0.004230491648658657,0.5789473684210527,1,42.23697211431321,9929,8840,0.3,0.00030046545024124135,11,19,False
"1.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_2, A_3, R_1, R_8, R_9",1.0,0.08101311022241207,0.7777777777777778,1,43.01864167063552,9885,8841,0.3,0.0003060260925748016,14,18,False
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, A_3, R_8, R_9, R_12",1.0,1.0,1.0,3,44.810242457600005,9940,8856,0.3,0.0009563135566869389,14,14,False
"1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_2, A_3, R_1, R_3, R_9, R_14",1.0,1.0,1.0,2,36.352,9815,8859,0.35,0.000517201849489026,7,7,False
"0.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_3, R_13",0.0,1.0,1.0,1,53.31670009856,9981,8862,0.3,0.0003792844396405558,15,15,False
"0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_3, R_4, R_10, R_15",0.0,0.10737418240000006,0.8,1,50.2,9953,8862,0.35,0.0003571128527226715,4,5,False
"0.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_5, R_9, R_13",0.0,0.004960332468155193,0.5882352941176471,1,58.861159886848,9973,8864,0.3,0.00041872662792345755,10,17,False
"1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_6, R_14, R_15",0.0,1.0,1.0,2,53.4,9591,8865,0.35,0.00075975403726656,5,5,False
"1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_13, R_14, R_15",1.0,1.0,1.0,1,58.5424,9977,8866,0.35,0.00041645903325162795,9,9,False
"0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_0, R_1, R_6, R_13",1.0,1.0,1.0,1,49.01743359999999,9990,8867,0.35,0.0003487003096820742,12,12,False
"1.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_1, A_2, R_1, R_6, R_7, R_12",1.0,1.0,1.0,2,53.941871820799996,9920,8868,0.3,0.0007674635747859192,14,14,False
"0.0, 1.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_6",0.0,1.0,1.0,2,45.305495906381985,9979,8871,0.3,0.0006445886409220472,21,21,False
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_3, R_4, R_5, R_6, R_12, R_15",0.0,1.0,1.0,1,67.6,9919,8871,0.4,0.00048089300486160535,5,5,False
"0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_3, R_4, R_5, R_6, R_14",0.0,1.0,1.0,1,48.160768,9979,8874,0.35,0.00034260616035447706,11,11,False
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_2, A_3, R_2, R_4, R_6, R_7, R_10",0.0,1.0,1.0,1,63.0,9897,8874,0.4,0.0004481695163651056,2,2,False
"0.0, 1.0, 0.0, 1.0, 1.0","A_1, A_2, A_3, R_2, R_14",1.0,0.5646302773531383,0.9444444444444444,2,47.00651244633186,9963,8883,0.25,0.0006687900301296149,34,36,False
"0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_2, A_3, R_4, R_10, R_13, R_15",1.0,0.08101311022241207,0.7777777777777778,1,42.24384,9741,8884,0.35,0.00030051430701912544,7,9,False
"0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_1, R_3, R_5, R_12",1.0,0.10737418240000006,0.8,1,60.4,9788,8887,0.35,0.0004296736315627362,4,5,False
"1.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, R_4, R_7, R_8, R_12",0.0,0.056313514709472656,0.75,1,43.412072080598634,9978,8896,0.3,0.003443234970707953,15,20,False
"0.0, 0.0, 0.0, 0.0, 0.0","A_1, A_2, A_3, R_6, R_8",0.0,0.06159749808996087,0.7567567567567568,1,46.11832893565039,9861,8902,0.25,0.0033441000998311278,28,37,False
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_2, A_3, R_0, R_3, R_7",1.0,1.0,1.0,1,61.103400560480694,9995,8903,0.3,0.00043467748376911045,23,23,False
"1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, A_3, R_5, R_8, R_9, R_11",1.0,0.056313514709472656,0.75,1,51.2384,9823,8908,0.35,0.00036449982456066395,6,8,False
"1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_2, A_3, R_1, R_7, R_9, R_14, R_15",0.0,0.056313514709472656,0.75,1,47.2544,9944,8909,0.35,0.0003361584380019563,6,8,False
"1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_11, R_14, R_15",0.0,1.0,1.0,1,33.8592,9980,8909,0.3,0.00024086763950014899,11,11,False
"1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_1, A_2, R_2, R_7, R_11, R_15",0.0,0.1253815679310719,0.8125,1,44.377205436416,9973,8910,0.3,0.0003156906460011666,13,16,False
"0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_4, R_9, R_15",1.0,1.0,1.0,2,50.39072,9873,8912,0.4,0.0007169391940218875,10,10,False
"0.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_0, R_12, R_14",1.0,0.38554328942953164,0.9090909090909091,1,47.799364696642684,9916,8912,0.3,0.00034003520886751837,20,22,False
"0.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_6, R_12",0.0,1.0,1.0,1,46.10570351489843,9979,8913,0.3,0.0003279868388245235,19,19,False
